type,x,y,area
hospital,-0.22326100000000149,51.50293695,39
hospital,-0.21973500241900248,51.48722048672515,71370
hospital,-0.19970206003654206,51.47447933417119,1505
house,-0.25076652698985424,51.503576685262395,0
house,-0.2515720113328664,51.50368736025446,0
house,-0.2512620979025669,51.503837280406685,0
house,-0.2514777110809701,51.50319865294285,0
house,-0.2516886693317391,51.50366609742074,0
house,-0.250843187259237,51.5034682662961,0
house,-0.250594650884174,51.503436534137954,0
house,-0.25106864723954136,51.50386341383301,0
house,-0.25138028113930777,51.503415998167384,0
house,-0.2511521743722587,51.50355044866216,0
house,-0.2515500589969199,51.503693524700076,0
house,-0.2506375849520558,51.503146935555364,0
house,-0.25141112413183264,51.50363421463658,0
house,-0.25142794242190675,51.50391627402286,0
house,-0.2506067665915989,51.50334749266717,0
house,-0.2511102403517877,51.50321526976189,0
house,-0.25126731200750235,51.50344542957268,0
house,-0.2512651208714286,51.503587865220155,0
house,-0.2515728197390708,51.50352927058616,0
house,-0.2508752209137476,51.50315764532938,0
house,-0.25111041722740746,51.50316777142815,0
house,-0.25128462068510443,51.5040068504736,0
house,-0.2514585268372036,51.50308848104466,0
house,-0.2507568021068636,51.50342952477366,0
house,-0.25107423312788685,51.503701418129985,0
house,-0.25074224155681435,51.503305328072635,0
house,-0.2505685157684843,51.50325835927541,0
house,-0.2514493935077334,51.504128781869504,0
house,-0.2518196864347831,51.50441959902625,0
house,-0.250966053068976,51.5032476966621,0
house,-0.25075857881625657,51.5032024005554,0
house,-0.2512858208260396,51.50311214471637,0
house,-0.251462880540166,51.503611750179005,0
house,-0.2505663583632127,51.503455708734805,0
house,-0.2505336209099027,51.5034578191648,0
house,-0.2514656108583556,51.50309878216259,0
house,-0.2512272045457176,51.50400641093685,0
house,-0.2509976965363242,51.50317530092188,0
house,-0.2513452509062087,51.503733671404675,0
house,-0.25175648204751216,51.50425255897677,0
house,-0.25169742177043364,51.504192604284356,0
house,-0.25053952469973445,51.50317742160018,0
house,-0.2518377289741825,51.50440820267357,0
house,-0.2505003484435142,51.50318175996141,0
house,-0.2515408157010847,51.50333683955081,0
house,-0.25132490187463075,51.503554030261824,0
house,-0.25091627082906065,51.503551662209794,0
house,-0.251305391482127,51.504070815549916,0
house,-0.2504244865803017,51.503172767347316,0
house,-0.2509946010048361,51.50327343647833,0
house,-0.25116339954730105,51.503438871774904,0
house,-0.2508632295547437,51.50355639563226,0
house,-0.2517360173747167,51.50395331506807,0
house,-0.2509142017317839,51.503303514223006,0
house,-0.2504602757468793,51.50345454771305,0
house,-0.2513090409206538,51.5033875456509,0
house,-0.25169741823463737,51.50406222019518,0
house,-0.25119493591077713,51.50373690565835,0
house,-0.2507615072747244,51.50360312366014,0
house,-0.2517481675795298,51.50418527328657,0
house,-0.2507044573058502,51.503353026016896,0
house,-0.2509334750151698,51.50325795523699,0
house,-0.2508077426417417,51.50366649107192,0
house,-0.25067700298047096,51.50361013990052,0
house,-0.250581391103409,51.5031951932625,0
house,-0.2513323971445713,51.50336345120378,0
house,-0.25086192028967297,51.50363604556879,0
house,-0.2516849804664833,51.50420118406081,0
house,-0.25065645111076834,51.50331416288081,0
house,-0.25089445635767416,51.50378545741962,0
house,-0.2509659808839719,51.50344204462889,0
house,-0.2515760720455977,51.50361911473706,0
house,-0.2508957965690364,51.5036718745251,0
house,-0.25127714116363564,51.503419327508745,0
house,-0.2513085312616024,51.5036227267396,0
house,-0.2517437996200536,51.504056993195206,0
house,-0.2513693881096723,51.503702167948205,0
house,-0.22082868516004586,51.477671728029506,0
house,-0.2163085462615925,51.47383647372935,0
house,-0.21771008344879544,51.4727793924949,0
house,-0.2184108716903481,51.478219592959746,0
house,-0.2210925105377945,51.47795029462859,0
house,-0.2176991713636393,51.473881176546215,0
house,-0.21595989950413608,51.475817497757596,0
house,-0.21721428720380895,51.474450746698544,0
house,-0.2193347480797833,51.48188922851811,0
house,-0.2186543578283644,51.47738004722374,0
house,-0.2184381169300101,51.47753390173636,0
house,-0.21602478595041585,51.476197984890774,0
house,-0.21907931166555655,51.48059336439286,0
house,-0.2181728027027787,51.473437396314544,0
house,-0.21971519014810573,51.47621657327668,0
house,-0.21888710145428072,51.47650615663029,0
house,-0.21922011844806494,51.47835186823507,0
house,-0.2176337286926657,51.47261650153256,0
house,-0.21698896946234,51.47306819175385,0
house,-0.2175005517336672,51.475704300477474,0
house,-0.22000319605940888,51.47509557466916,0
