type,x,y,area
hospital,-0.21973500241900248,51.48722048672515,71370
house,-0.2516999085192285,51.503808892845576,0
house,-0.2514233253245013,51.50344746576877,0
house,-0.2509885574497209,51.503399507170755,0
house,-0.25161748215681656,51.504141103124475,0
house,-0.2506413535573659,51.503239525940046,0
house,-0.2517016452794213,51.50387934507848,0
house,-0.2512996495961924,51.503763599897795,0
house,-0.2517470824491226,51.504165965025116,0
house,-0.25089221973035897,51.50309496229796,0
house,-0.25056361545612743,51.50347921725009,0
house,-0.2504327170917072,51.503312857545644,0
house,-0.25113279319843484,51.503516654950374,0
house,-0.251146089960002,51.503890651080525,0
house,-0.25148669431179194,51.50393771468887,0
house,-0.2507453803186301,51.50364619430393,0
house,-0.2514430792457781,51.50398137398211,0
house,-0.2514819128052904,51.50405907289818,0
house,-0.25073469942259224,51.50336012347485,0
house,-0.2513461125451104,51.50355299368982,0
house,-0.25153045553224634,51.50356671335054,0
house,-0.2507538968563269,51.50325270957753,0
house,-0.25063564210597944,51.50325936357967,0
house,-0.2519032617776282,51.504437917768605,0
house,-0.25125099785894983,51.50366162081188,0
house,-0.2511064552459656,51.503590964984724,0
house,-0.25167407770705336,51.50398740649128,0
house,-0.2505187621595293,51.50340210684646,0
house,-0.2510378181489741,51.50331858355761,0
house,-0.2506966234922917,51.50358192306548,0
house,-0.25178459022913185,51.504133174985256,0
house,-0.2514017056338388,51.503144756815175,0
house,-0.2511357605810653,51.50361250557921,0
house,-0.2515007481055208,51.50392084933082,0
house,-0.2516726498786862,51.50400074540456,0
house,-0.25110777226771874,51.50329152126277,0
house,-0.25135740007343993,51.50403304541268,0
house,-0.2509408189591189,51.50327741560666,0
house,-0.2505175193527785,51.503522291765755,0
house,-0.250776813068776,51.503650114498214,0
house,-0.251384669678577,51.503638360219114,0
house,-0.2511113113649195,51.503354124214894,0
house,-0.2514155503590908,51.50369480295904,0
house,-0.25143559286741485,51.50349411730791,0
house,-0.2514646790845765,51.50334912523921,0
house,-0.2511209792455061,51.50365732320651,0
house,-0.2514510502841797,51.503581851919954,0
house,-0.25146623273395985,51.503192279457366,0
house,-0.25101559849141736,51.50331565466102,0
house,-0.25077076973335205,51.503439078355434,0
house,-0.2505316076269448,51.50344200322315,0
house,-0.2507542823497477,51.50333309907213,0
house,-0.2512609518267978,51.503248009621956,0
house,-0.25164562831744675,51.50381493095832,0
house,-0.2514416102721093,51.504083658176974,0
house,-0.2513516440579384,51.50364378584089,0
house,-0.2512644922841192,51.503342224645024,0
house,-0.2515609604848556,51.50334874206511,0
house,-0.25164227763051383,51.503626354157184,0
house,-0.2512642229546957,51.5038200138545,0
house,-0.2505576722367634,51.50341617529322,0
house,-0.2514827775822559,51.50366582679533,0
house,-0.2511668334227179,51.50377490244732,0
house,-0.2508092382946146,51.50318407266376,0
house,-0.2511646034080661,51.50314936712552,0
house,-0.2507151336072747,51.50353624029978,0
house,-0.2508259997438495,51.5033602570368,0
house,-0.25139547794532385,51.50370152046033,0
house,-0.2509252134604973,51.50364302639497,0
house,-0.2517561241815628,51.50392835387807,0
house,-0.2510890040602685,51.503803899553546,0
house,-0.25157073938204266,51.50398805096571,0
house,-0.25164847936142903,51.50351396383929,0
house,-0.25119201438465016,51.503440643976475,0
house,-0.2516852226954938,51.50379507224296,0
house,-0.2515221629780561,51.50347636424776,0
house,-0.25105894384344,51.50304105135915,0
house,-0.2505422215866321,51.503461546347246,0
house,-0.21853350472074412,51.47481218577649,0
house,-0.2165773290004744,51.473008784177615,0
house,-0.21914086911971598,51.48149753425636,0
house,-0.22088884814668586,51.47784307001741,0
house,-0.21845096463360866,51.4740628836077,0
house,-0.22047969206583012,51.481780464711534,0
house,-0.2208474892281472,51.480035861348235,0
house,-0.2164934585239275,51.47369843862526,0
house,-0.21927575500292312,51.47490236307981,0
house,-0.2198376850051114,51.482000979022466,0
house,-0.2160549567358696,51.473424056872304,0
house,-0.2147246116734566,51.47465337502354,0
house,-0.2191793365366522,51.47906079204019,0
