type,x,y,area
hospital,-0.19137675,51.4949653,2508
hospital,-0.1708684741645954,51.489227157563455,25786
hospital,-0.1725858068557819,51.490421082562676,20862
hospital,-0.18168334120263727,51.48441776101132,21910
hospital,-0.17417385403483915,51.489971539069174,6578
house,-0.1800998886092638,51.497386323335064,0
house,-0.1806326477553555,51.497759833630354,0
house,-0.18022047290881207,51.49713024898439,0
house,-0.18003962819714495,51.49744401646669,0
house,-0.18013686971576384,51.497092980027006,0
house,-0.1803630717499856,51.49733821116865,0
house,-0.18005871849315666,51.49731392993935,0
house,-0.18107843617276015,51.497287686818865,0
house,-0.18004357882078453,51.49746670835495,0
house,-0.18033956472676949,51.49763623955638,0
house,-0.18127755231024228,51.49722426339678,0
house,-0.18111578697464886,51.49746603197608,0
house,-0.180045017472245,51.49732276618557,0
house,-0.17982139206432005,51.49732982443082,0
house,-0.180286075409981,51.497397055013245,0
house,-0.1811159693685281,51.497350645511645,0
house,-0.18047289619909246,51.49706096122402,0
house,-0.18112090245251544,51.49740197870592,0
house,-0.1809913289921313,51.49704754060311,0
house,-0.1806239684170482,51.4972640299526,0
house,-0.1803388367247108,51.497253085209465,0
house,-0.1810996134555796,51.497252541652394,0
house,-0.1805557435161612,51.49742122717493,0
house,-0.18061480446740205,51.49749095111431,0
house,-0.1809452856426731,51.49767818314476,0
house,-0.17992738562211066,51.497439011142475,0
house,-0.1802704313410448,51.49749343501328,0
house,-0.1809554728718746,51.497282654431174,0
house,-0.18071746112562675,51.497115140372046,0
house,-0.18041320679700906,51.4974451960549,0
house,-0.1806330890843029,51.497027151566925,0
house,-0.1801013347628181,51.49749804119318,0
house,-0.18060694868988766,51.49711340790576,0
house,-0.18060523762904293,51.497448948742075,0
house,-0.18070423240568104,51.497067626015465,0
house,-0.18023429272260366,51.49712190370479,0
house,-0.18089665498352145,51.49756715470939,0
house,-0.1801197954627259,51.49705339890709,0
house,-0.18035452614699773,51.497053699848536,0
house,-0.1801950968076846,51.49756310654214,0
house,-0.17959276599638818,51.497120220221596,0
house,-0.18008626688242252,51.4977878278367,0
house,-0.1803197530239864,51.497706514593276,0
house,-0.18034811731038425,51.49765269797782,0
house,-0.1797678624214985,51.49723079870597,0
house,-0.18083682167797224,51.49764732637623,0
house,-0.18112178310002164,51.49719800449903,0
house,-0.18059307307242256,51.497200362785065,0
house,-0.17975701691418575,51.497474713525115,0
house,-0.18003173463922814,51.49772420821394,0
house,-0.1811537302437208,51.497094133969796,0
house,-0.180175798437046,51.4971665505575,0
house,-0.17965577154844678,51.49731714228317,0
house,-0.17977636576062356,51.497328306617355,0
house,-0.18003635068535528,51.4974824288277,0
house,-0.1808799054475335,51.496984196953136,0
house,-0.18047827260866534,51.497779488749956,0
house,-0.18086187639343615,51.49762387350589,0
house,-0.18082214357011156,51.49715380607636,0
house,-0.1812896876568564,51.49750644345061,0
house,-0.181215167082402,51.49761717382332,0
house,-0.1805897887123527,51.497290437117634,0
