park,hospital,supermarket,office,school,leisure,shopping
11,2,8,108,139,14,31
34,2,8,108,1,14,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
34,2,8,108,1,14,31
11,2,8,197,139,14,31
11,2,8,141,139,14,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
34,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,1,141,139,143,31
34,2,8,108,139,14,31
11,2,1,141,139,143,31
34,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
11,2,8,141,139,14,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,143,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,14,31
34,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,1,141,139,143,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
34,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
11,2,1,141,139,5,31
11,2,8,141,139,14,31
34,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,141,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
34,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,1,141,139,143,31
34,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,141,139,5,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,141,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,141,139,5,31
11,2,8,108,139,14,31
11,2,8,141,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,197,139,143,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,14,31
11,2,8,197,139,143,31
11,2,8,108,139,14,31
11,2,8,141,139,143,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
34,2,8,108,1,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,143,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
34,2,8,108,1,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,141,139,14,31
34,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,141,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,143,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
11,2,8,197,139,5,31
34,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,1,141,139,143,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,143,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
34,2,8,108,139,14,31
11,2,8,108,139,14,31
34,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,108,139,14,31
11,2,8,197,139,143,31
11,2,8,197,139,14,31
11,2,8,197,139,5,31
11,2,8,141,139,5,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,143,31
11,2,8,108,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
11,2,8,108,139,14,31
34,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
11,2,8,197,139,5,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,108,139,14,31
11,2,8,59,139,14,31
11,2,8,197,139,14,31
11,2,8,59,139,14,31
12,2,8,338,1,14,70
13,2,8,165,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
37,2,8,148,94,10,31
34,2,8,416,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,71
12,2,8,416,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
37,2,8,338,1,14,31
12,2,8,165,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,70
12,2,8,165,1,14,72
15,2,8,416,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
15,2,8,416,1,14,72
13,2,8,165,1,14,72
37,2,8,148,94,10,31
34,2,8,416,1,14,72
37,2,8,148,94,10,31
34,2,8,416,1,14,72
15,2,8,338,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,165,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,31
15,2,8,338,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,10,31
12,2,8,165,1,14,72
34,2,8,165,1,14,72
12,2,8,165,1,14,72
37,2,8,148,94,10,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,70
15,2,8,416,1,14,72
14,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,416,1,14,72
15,2,8,338,1,14,72
34,2,8,416,1,14,72
37,2,8,148,1,10,31
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
15,2,8,338,1,14,72
15,2,8,338,1,14,72
37,2,8,338,94,14,31
15,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,72
37,2,8,148,94,14,31
34,2,8,416,1,14,72
12,2,8,338,1,14,70
15,2,8,338,1,14,72
12,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
14,2,8,165,1,14,72
13,2,8,165,1,14,72
37,2,8,148,94,14,31
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,72
37,2,8,148,94,10,31
12,2,8,338,1,14,72
12,2,8,338,1,14,70
12,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
12,2,8,416,1,14,72
37,2,8,338,1,14,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,71
12,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
37,2,8,338,1,14,31
34,2,8,416,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,10,31
14,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,31
12,2,8,338,1,14,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
15,2,8,338,1,14,72
37,2,8,338,1,14,31
12,2,8,338,1,14,70
13,2,8,165,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,338,1,14,31
34,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
37,2,8,338,94,14,31
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,338,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,10,31
15,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,416,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,165,1,14,72
37,2,8,338,94,14,31
15,2,8,338,1,14,72
12,2,8,338,1,14,70
34,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,70
34,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,72
15,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
12,2,8,338,1,14,31
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,70
34,2,8,416,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
37,2,8,148,94,10,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,416,1,14,72
37,2,8,338,94,14,70
15,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,31
34,2,8,416,1,14,72
34,2,8,165,1,14,72
15,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,31
15,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
12,2,8,165,1,14,72
12,2,8,338,1,10,31
15,2,8,338,1,14,72
15,2,8,338,1,14,72
12,2,8,338,94,14,70
13,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,165,1,14,72
37,2,8,338,1,10,31
34,2,8,165,1,14,72
15,2,8,338,1,14,72
37,2,8,338,1,10,31
12,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
37,2,8,338,1,14,31
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
37,2,8,148,94,10,31
12,2,8,165,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,70
34,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
37,2,8,338,1,10,31
37,2,8,148,94,14,31
13,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,165,1,14,72
37,2,8,148,94,10,31
12,2,8,338,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,31
34,2,8,416,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
37,2,8,338,1,14,31
12,2,8,338,1,14,72
12,2,8,165,1,14,72
34,2,8,165,1,14,72
34,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
37,2,8,338,94,14,70
12,2,8,165,1,14,72
37,2,8,338,94,14,31
12,2,8,338,1,14,72
37,2,8,338,1,10,31
15,2,8,338,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,338,1,14,72
37,2,8,338,1,10,31
34,2,8,51,1,14,72
15,2,8,338,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,416,1,14,72
37,2,8,338,94,14,31
12,2,8,338,1,14,72
13,2,8,165,1,14,72
37,2,8,338,1,14,31
34,2,8,416,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
34,2,8,416,1,14,72
37,2,8,338,1,14,31
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
37,2,8,338,94,14,31
12,2,8,165,1,14,72
12,2,8,338,1,14,72
37,2,8,338,1,10,31
34,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
37,2,8,148,1,10,31
13,2,8,165,1,14,72
15,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
37,2,8,148,94,14,31
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,51,1,14,72
37,2,8,148,94,14,31
34,2,8,165,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,70
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,31
34,2,8,416,1,14,72
37,2,8,338,1,14,31
12,2,8,416,1,14,31
34,2,8,416,1,14,72
37,2,8,148,1,10,31
34,2,8,416,1,14,72
15,2,8,416,1,14,72
37,2,8,148,1,10,31
15,2,8,416,1,14,72
37,2,8,148,94,10,31
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
37,2,8,148,94,14,31
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,31
37,2,8,148,94,14,31
34,2,8,416,1,14,72
12,2,8,338,1,10,31
13,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
34,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,31
15,2,8,416,1,14,72
34,2,8,416,1,14,72
37,2,8,338,94,14,31
12,2,8,338,1,14,70
15,2,8,338,1,14,72
12,2,8,338,1,14,31
37,2,8,148,94,14,31
34,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,70
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,165,1,14,72
37,2,8,148,1,10,31
12,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,70
34,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,70
12,2,8,338,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,31
12,2,8,416,1,14,72
15,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
34,2,8,165,1,14,72
12,2,8,416,1,14,31
15,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,31
34,2,8,416,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,338,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
15,2,8,338,1,14,72
13,2,8,165,1,14,72
15,2,8,416,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
12,2,8,165,1,14,72
37,2,8,338,1,10,31
34,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,94,14,70
12,2,8,338,1,14,72
34,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,70
37,2,8,338,94,14,31
34,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,70
12,2,8,165,1,14,72
34,2,8,165,1,14,72
34,2,8,165,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,338,1,14,72
37,2,8,338,94,14,31
12,2,8,338,1,14,72
15,2,8,416,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
34,2,8,416,1,14,72
13,2,8,165,1,14,71
12,2,8,165,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,72
12,2,8,416,1,14,72
13,2,8,165,1,14,72
34,2,8,165,1,14,72
37,2,8,338,94,14,31
34,2,8,416,1,14,72
12,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,148,1,10,31
13,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,72
12,2,8,338,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,31
34,2,8,416,1,14,72
13,2,8,165,1,14,72
15,2,8,338,1,14,72
12,2,8,338,1,14,72
37,2,8,148,1,10,31
34,2,8,165,1,14,72
12,2,8,165,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,71
34,2,8,165,1,14,72
15,2,8,416,1,14,72
12,2,8,338,1,14,72
37,2,8,338,1,10,31
12,2,8,338,1,14,31
12,2,8,338,1,14,72
12,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,165,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
13,2,8,165,1,14,71
34,2,8,165,1,14,72
13,2,8,165,1,14,72
12,2,8,338,1,14,70
12,2,8,416,1,14,72
34,2,8,416,1,14,72
34,2,8,416,1,14,72
37,2,8,148,94,14,31
12,2,8,165,1,14,72
34,2,8,416,1,14,72
37,2,8,338,94,14,31
15,2,8,338,1,14,72
15,2,8,416,1,14,72
34,2,8,416,1,14,72
15,2,8,416,1,14,72
12,2,8,165,1,14,72
34,2,8,165,1,14,72
13,2,8,165,1,14,71
34,2,8,416,1,14,72
12,2,8,338,1,14,70
15,2,8,338,1,14,72
12,2,8,416,1,14,72
12,2,8,338,1,14,31
12,2,8,338,1,14,31
12,2,8,165,1,14,72
12,2,8,338,1,14,72
13,2,8,165,1,14,72
34,2,8,416,1,14,72
12,2,8,338,1,14,70
34,2,8,416,1,14,72
34,2,8,416,1,14,72
